,prompt,chosen,rejected,diff,source_index
592,I cannot, imagine that there is a living organism that doesn't love 0 point has poin, settle any claim for making this movie. I told you sitting back that I liked,0.9955597448861229,98
593,I cannot, imagine that there is a living organism that doesn't love 0 point has poin," even begin to explain what a dramatic hyperon, for that matter, was.",0.9954419278656135,98
594,This film is," an excellent example of Israel's amazing bravery in the face of external threats, providing", not too bad. The way many people get killed in it looks like it could,0.9334930777549744,99
595,This film is," a Criterion Masters series, so I have to like it a lot. This", not too bad. The way many people get killed in it looks like it could,0.932777762413025,99
596,This film is, full of music on Christmas eve as me and my husband sit around one stage next, not too bad. The way many people get killed in it looks like it could,0.9334625005722046,99
597,This film is," an excellent example of Israel's amazing bravery in the face of external threats, providing"," a Criterion Masters series, so I have to like it a lot. This",0.0007153153419493519,99
598,This film is," an excellent example of Israel's amazing bravery in the face of external threats, providing", full of music on Christmas eve as me and my husband sit around one stage next,3.057718276977539e-05,99
599,This film is, full of music on Christmas eve as me and my husband sit around one stage next," a Criterion Masters series, so I have to like it a lot. This",0.0006847381591795765,99
600,Terrible,"!"" and then there's Tommaso holding a badly fired gun, as"," Movie. Thank you for being an artist, not an actor or a writer.",3.091932740000025e-06,100
601,Terrible,"!"" and then there's Tommaso holding a badly fired gun, as",", one of the worst movies I have seen of the 80s! It really",1.213443465530005e-05,100
602,Terrible, black and white prints at times and lots of things can happen. However it is,"!"" and then there's Tommaso holding a badly fired gun, as",7.361749885609998e-05,100
603,Terrible," Movie. Thank you for being an artist, not an actor or a writer.",", one of the worst movies I have seen of the 80s! It really",9.042501915300025e-06,100
604,Terrible, black and white prints at times and lots of things can happen. However it is," Movie. Thank you for being an artist, not an actor or a writer.",7.67094315961e-05,100
605,Terrible, black and white prints at times and lots of things can happen. However it is,", one of the worst movies I have seen of the 80s! It really",8.575193351140003e-05,100
606,Assuming this," drivel, the story does not go far enough.<|endoftext|>"," happens to co-payors of short films, surely they will be better off",4.379183519629998e-05,101
607,Assuming this," to have been just about a setup, I had to tell the author about what"," happens to co-payors of short films, surely they will be better off",0.0001065201940945999,101
608,Assuming this," film is made, it proves to be a largely undependable story of Southern"," happens to co-payors of short films, surely they will be better off",2.4323817341999343e-06,101
609,Assuming this," to have been just about a setup, I had to tell the author about what"," drivel, the story does not go far enough.<|endoftext|>",6.272835889829993e-05,101
610,Assuming this," drivel, the story does not go far enough.<|endoftext|>"," film is made, it proves to be a largely undependable story of Southern",4.1359453462100045e-05,101
611,Assuming this," to have been just about a setup, I had to tell the author about what"," film is made, it proves to be a largely undependable story of Southern",0.00010408781236039997,101
612,Sometimes a movie is so," great, you couldn't really resist. All in all, if ever found an"," evil, and so cheap, that you hate it managed. I would never recommend",0.9981413395144048,102
613,Sometimes a movie is so, specific it's too perfect for narrow-minded people to appreciate.<br /><," evil, and so cheap, that you hate it managed. I would never recommend",0.9981691748835148,102
614,Sometimes a movie is so," complicated that it becomes confusing, and clichéd, and some people picks a movie"," evil, and so cheap, that you hate it managed. I would never recommend",0.0023823399096728,102
615,Sometimes a movie is so, specific it's too perfect for narrow-minded people to appreciate.<br /><," great, you couldn't really resist. All in all, if ever found an",2.78353691099964e-05,102
616,Sometimes a movie is so," great, you couldn't really resist. All in all, if ever found an"," complicated that it becomes confusing, and clichéd, and some people picks a movie",0.9957589996047319,102
617,Sometimes a movie is so, specific it's too perfect for narrow-minded people to appreciate.<br /><," complicated that it becomes confusing, and clichéd, and some people picks a movie",0.9957868349738419,102
618,I have to congratulate," you for inventing a German music video for Crypt Boy, what a work."," the writer, Joanna Fraser. Since we are short, let's use the",7.2479248046875e-05,103
619,I have to congratulate," the writers of ""Who Felt Sorry"" for any kind of respect they must"," the writer, Joanna Fraser. Since we are short, let's use the",0.00010615587234485968,103
620,I have to congratulate," them here on that"". <br /><br />The head coach was totally"," the writer, Joanna Fraser. Since we are short, let's use the",4.845857620239258e-05,103
621,I have to congratulate," the writers of ""Who Felt Sorry"" for any kind of respect they must"," you for inventing a German music video for Crypt Boy, what a work.",3.367662429798468e-05,103
622,I have to congratulate," you for inventing a German music video for Crypt Boy, what a work."," them here on that"". <br /><br />The head coach was totally",2.4020671844482422e-05,103
623,I have to congratulate," the writers of ""Who Felt Sorry"" for any kind of respect they must"," them here on that"". <br /><br />The head coach was totally",5.76972961424671e-05,103
624,I rented this one on DVD," last year and when it came out, I expected sequels and found myself playing it",.Most muzak played konzaki.CharacterClassic: Gon'A,0.001276075839996449,104
625,I rented this one on DVD," last year and when it came out, I expected sequels and found myself playing it", at Christmas as a kid but decided to stick it in which was its predecessor myth,0.0014206767082216576,104
626,I rented this one on DVD," last year and when it came out, I expected sequels and found myself playing it",", and bought it because I do find it enjoyable to watch with a group of",0.00011581182479880603,104
627,I rented this one on DVD,.Most muzak played konzaki.CharacterClassic: Gon'A, at Christmas as a kid but decided to stick it in which was its predecessor myth,0.00014460086822520868,104
628,I rented this one on DVD,", and bought it because I do find it enjoyable to watch with a group of",.Most muzak played konzaki.CharacterClassic: Gon'A,0.0011602640151976429,104
629,I rented this one on DVD,", and bought it because I do find it enjoyable to watch with a group of", at Christmas as a kid but decided to stick it in which was its predecessor myth,0.0013048648834228516,104
630,I saw," ""Elton John"").While ""The Court Lady"" is supposed to be a"," some nice Eisenstein shorts, but I had to take a chance, because this",0.01584404706954956,105
631,I saw, it before it was released; I learned a lot about ''Dancing With the," some nice Eisenstein shorts, but I had to take a chance, because this",0.02133643627166737,105
632,I saw," some nice Eisenstein shorts, but I had to take a chance, because this"," through the ""art piece"", though, so let me explain how I'm trying",0.975415799068287,105
633,I saw, it before it was released; I learned a lot about ''Dancing With the," ""Elton John"").While ""The Court Lady"" is supposed to be a",0.005492389202117809,105
634,I saw," ""Elton John"").While ""The Court Lady"" is supposed to be a"," through the ""art piece"", though, so let me explain how I'm trying",0.9912598461378366,105
635,I saw, it before it was released; I learned a lot about ''Dancing With the," through the ""art piece"", though, so let me explain how I'm trying",0.9967522353399544,105
636,What was, Clindell's attempt to advise us about The Avengers before building this from any, in this movie?!! What I thought was funny about with that movie was the,0.00032449053833259994,106
637,What was, it like filming and hosting it? I wasn't expecting anything. To me writing, in this movie?!! What I thought was funny about with that movie was the,0.9941126728663221,106
638,What was, that? Could it have been an ax without Faustiner-ors-cues, in this movie?!! What I thought was funny about with that movie was the,0.0030099045252427,106
639,What was, it like filming and hosting it? I wasn't expecting anything. To me writing, Clindell's attempt to advise us about The Avengers before building this from any,0.9937881823279895,106
640,What was, that? Could it have been an ax without Faustiner-ors-cues, Clindell's attempt to advise us about The Avengers before building this from any,0.0026854139869101003,106
641,What was, it like filming and hosting it? I wasn't expecting anything. To me writing, that? Could it have been an ax without Faustiner-ors-cues,0.9911027683410795,106
642,This movie was terrible,","" I read the review as the writer of the movie responded. ""They thought",".. like you are supposed to be to avoid spoilers, there is a rising sun",5.453126505000042e-06,107
643,This movie was terrible,","" I read the review as the writer of the movie responded. ""They thought", and I am shocked that the writer did not come to determination how to release a,1.0857824236200093e-05,107
644,This movie was terrible,","" I read the review as the writer of the movie responded. ""They thought",. Think a lot of people might notice how inconsistent this had to be. I,6.897782441200005e-06,107
645,This movie was terrible,".. like you are supposed to be to avoid spoilers, there is a rising sun", and I am shocked that the writer did not come to determination how to release a,5.404697731200051e-06,107
646,This movie was terrible,".. like you are supposed to be to avoid spoilers, there is a rising sun",. Think a lot of people might notice how inconsistent this had to be. I,1.4446559361999635e-06,107
647,This movie was terrible,. Think a lot of people might notice how inconsistent this had to be. I, and I am shocked that the writer did not come to determination how to release a,3.9600417950000875e-06,107
648,I am a big fan, of the Tom Berenger classic. The visuals are pretty good but there is, of K-9 but i am very disappointed. The director did a good job,0.998196339700371,108
649,I am a big fan," of Leah Remini, and always boycotted all the boring sci-fi", of K-9 but i am very disappointed. The director did a good job,0.0049480427987874,108
650,I am a big fan, of Kurt Russell. This film could have gone both ways. The climax of the, of K-9 but i am very disappointed. The director did a good job,0.996986246202141,108
651,I am a big fan, of the Tom Berenger classic. The visuals are pretty good but there is," of Leah Remini, and always boycotted all the boring sci-fi",0.9932482969015837,108
652,I am a big fan, of the Tom Berenger classic. The visuals are pretty good but there is, of Kurt Russell. This film could have gone both ways. The climax of the,0.0012100934982299805,108
653,I am a big fan, of Kurt Russell. This film could have gone both ways. The climax of the," of Leah Remini, and always boycotted all the boring sci-fi",0.9920382034033537,108
654,This is an art film that, I really like. It also scratches a nerve with certain parts of the other films, spends quite a lot of time talking about the various aspects of life. Some of,0.0001264810562133789,109
655,This is an art film that, I really like. It also scratches a nerve with certain parts of the other films, mesmerizes and entertains. American run Dictionaries are fair use since this,0.00014978647232044562,109
656,This is an art film that, I really like. It also scratches a nerve with certain parts of the other films, deals with the personal struggle of trying to make it.<|endoftext|>,5.710124969482422e-05,109
657,This is an art film that, spends quite a lot of time talking about the various aspects of life. Some of, mesmerizes and entertains. American run Dictionaries are fair use since this,2.3305416107066712e-05,109
658,This is an art film that, deals with the personal struggle of trying to make it.<|endoftext|>, spends quite a lot of time talking about the various aspects of life. Some of,6.937980651855469e-05,109
659,This is an art film that, deals with the personal struggle of trying to make it.<|endoftext|>, mesmerizes and entertains. American run Dictionaries are fair use since this,9.26852226256214e-05,109
660,Nine minutes of," loving play live on thanks to a pretty low-rent theater, they're at"," viewing on a laptop.<br /><br />Danny: I was like,",0.9932147269137204,110
661,Nine minutes of," loving play live on thanks to a pretty low-rent theater, they're at", The Wind Waker per Two. On the positive side: really good sci-,0.9941346315317788,110
662,Nine minutes of," loving play live on thanks to a pretty low-rent theater, they're at", his crap takes us through his horrid Joba documentary in which he ough,0.9942458854638972,110
663,Nine minutes of," viewing on a laptop.<br /><br />Danny: I was like,", The Wind Waker per Two. On the positive side: really good sci-,0.0009199046180584,110
664,Nine minutes of," viewing on a laptop.<br /><br />Danny: I was like,", his crap takes us through his horrid Joba documentary in which he ough,0.0010311585501767999,110
665,Nine minutes of, The Wind Waker per Two. On the positive side: really good sci-, his crap takes us through his horrid Joba documentary in which he ough,0.0001112539321184,110
666,There are lots of, fans who have seen the movies already. You need to find these ones before you, other characters that could get chills out of watching this movie.<br /><,0.9938926007598639,111
667,There are lots of, fans who have seen the movies already. You need to find these ones before you, Farvars who have kept their identities secret and who are angry about this situation,0.9935907574836165,111
668,There are lots of," other clever things there including Sofia, Liuang and Denzel Washington´s", fans who have seen the movies already. You need to find these ones before you,0.0021189451217650257,111
669,There are lots of, Farvars who have kept their identities secret and who are angry about this situation, other characters that could get chills out of watching this movie.<br /><,0.0003018432762474004,111
670,There are lots of," other clever things there including Sofia, Liuang and Denzel Washington´s", other characters that could get chills out of watching this movie.<br /><,0.9960115458816289,111
671,There are lots of," other clever things there including Sofia, Liuang and Denzel Washington´s", Farvars who have kept their identities secret and who are angry about this situation,0.9957097026053815,111
672,This is it. This, is the genius of the Academy Award winning year of 2008. From the opening credits, movie sucks. This is a movie by Kevin Spacey's son. SEND,0.9977853234158829,112
673,This is it. This, movie is in the lower half of what I think I have been used to., movie sucks. This is a movie by Kevin Spacey's son. SEND,2.4141452740899984e-05,112
674,This is it. This, is just childish. It's never touchingly light-hearted. Obscene., movie sucks. This is a movie by Kevin Spacey's son. SEND,4.299799911000211e-07,112
675,This is it. This, is the genius of the Academy Award winning year of 2008. From the opening credits, movie is in the lower half of what I think I have been used to.,0.997761181963142,112
676,This is it. This, is the genius of the Academy Award winning year of 2008. From the opening credits, is just childish. It's never touchingly light-hearted. Obscene.,0.9977848934358918,112
677,This is it. This, movie is in the lower half of what I think I have been used to., is just childish. It's never touchingly light-hearted. Obscene.,2.3711472749799963e-05,112
678,There are times when, Paupot and Zennen were on a collision course -- Dooley to Dav," Willis is as stretched out as he is, because he is being mercur",0.0005527990870177,113
679,There are times when," I really enjoy something. Ice Blue joins a team ""just in case.""<|endoftext|>"," Willis is as stretched out as he is, because he is being mercur",0.9947575717233121,113
680,There are times when, you are ashamed to be HIV positive for some reason and succeed. Ang. Many," Willis is as stretched out as he is, because he is being mercur",0.9947795062325896,113
681,There are times when," I really enjoy something. Ice Blue joins a team ""just in case.""<|endoftext|>", Paupot and Zennen were on a collision course -- Dooley to Dav,0.9942047726362945,113
682,There are times when, you are ashamed to be HIV positive for some reason and succeed. Ang. Many, Paupot and Zennen were on a collision course -- Dooley to Dav,0.9942267071455719,113
683,There are times when, you are ashamed to be HIV positive for some reason and succeed. Ang. Many," I really enjoy something. Ice Blue joins a team ""just in case.""<|endoftext|>",2.1934509277454772e-05,113
684,"Weak plot, predictable violence",", unwatched dialogue, wiccan character design... etc.. and entries in",", and amateurish acting. This quiet action flick could've been a great a",1.130090095109997e-05,114
685,"Weak plot, predictable violence"," and quick, but engrossing chase sequences that make Sense Agent TV look anything",", unwatched dialogue, wiccan character design... etc.. and entries in",0.9944014197681098,114
686,"Weak plot, predictable violence"," with clever use of grammar by characters such as ""Vida3036"" and",", unwatched dialogue, wiccan character design... etc.. and entries in",0.0007843076018616,114
687,"Weak plot, predictable violence"," and quick, but engrossing chase sequences that make Sense Agent TV look anything",", and amateurish acting. This quiet action flick could've been a great a",0.994412720669061,114
688,"Weak plot, predictable violence"," with clever use of grammar by characters such as ""Vida3036"" and",", and amateurish acting. This quiet action flick could've been a great a",0.0007956085028127,114
689,"Weak plot, predictable violence"," and quick, but engrossing chase sequences that make Sense Agent TV look anything"," with clever use of grammar by characters such as ""Vida3036"" and",0.9936171121662483,114
690,All I could think of while," still approaching this film were a couple of ideas, 'Camouflage' is", watching it of other VHS tapes I have low memory and non consultation memories.<,0.0039945532917045,115
